tieu_de,gia,gia_hien_thi,gia_m2,dien_tich,huong_nha,huong_ban_cong,noi_that,phap_ly,ten_du_an,so_phong,so_wc,duong,phuong,quan,thanh_pho,latitude,longitude,khoang_cach_q1_km,ngay_dang,nguoi_ban,loai_tin,link
📍 CHUNG CƯ LẦU 1 – NƠ TRANG LONG  🏡 76M² – 2PN – CÓ SÂN THƯỢNG – FULL,3500000000,"3,5 tỷ",46.05263,76.0,,,,6,,2,2.0,Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Tp Hồ Chí Minh,10.818509,106.698944,4.77,2025-12-14,CHU MINH ĐỨC,s,https://www.chotot.com/129659951.htm
BÁN GẤP CĂN GÓC D’LUSSO QUẬN 2 – 79M² – TẦNG ĐẸP,7300000000,"7,3 tỷ",92.40506,79.0,,,2.0,6,Căn hộ D’Lusso,2,2.0,Nguyễn Thị Định,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79179,106.75327,6.04,2025-12-14,An,s,https://www.chotot.com/129636076.htm
"CHÍNH CHỦ BÁN CĂN HỘ 3PN, 2WC, 86M2. GIÁ 7.9 TỶ",7900000000,"7,9 tỷ",91.860466,86.0,,,3.0,6,Eco Green Sài Gòn,3,2.0,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,Tp Hồ Chí Minh,10.75089,106.72369,3.75,2025-12-14,Văn Quyết,s,https://www.chotot.com/128842569.htm
chính chủ bán căn hộ Ngọc Lan Quận 7,4850000000,"4,85 tỷ",53.88889,90.0,,,1.0,6,Ngọc Lan Apartment,3,2.0,4,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.73063,106.73151,6.05,2025-12-14,ĐOÀN HUY,s,https://www.chotot.com/129651717.htm
"Bán CH ngộp Hưng Phát Silver Star, 3,5 tỷ, 80m2, 2PN, 2WC, view đẹp, P",3500000000,"3,5 tỷ",43.75,80.0,1.0,3.0,1.0,6,Hưng Phát Silver Star,2,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-14,Ngọc Bích,s,https://www.chotot.com/129656074.htm
Bán Căn Hộ Gia Phát Góc 2MT,3850000000,"3,85 tỷ",51.333332,75.0,,,,6,,2,2.0,Đường Lê Đức Thọ,Phường 17,Quận Gò Vấp,Tp Hồ Chí Minh,10.842118,106.67632,7.84,2025-12-14,Hoàng Huấn ,s,https://www.chotot.com/129654746.htm
💖Chung cư Miếu Nổi 18 tầng - 54m2 - sổ riêng thang máy chỉ 3ty350,3350000000,"3,35 tỷ",62.037037,54.0,,8.0,,6,,2,1.0,Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.795791,106.69175,2.43,2025-12-14,Nguyen Thi Kim Phung,s,https://www.chotot.com/129626971.htm
🏙️ LANDMARK 81 – CĂN GÓC LẦU CAO – THUÊ 60TR/TH – GIÁ ĐẦU TƯ 17.5 TỶ,17500000000,"17,5 tỷ",233.33333,75.0,,,,1,,2,2.0,Điện Biên Phủ,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79901,106.69043,2.82,2025-12-14,Nguyen Thi Kim Phung,s,https://www.chotot.com/124916407.htm
Bán căn 3pn mới tinh chỉ 5.1ty sang tên ngay trung tâm Q6,5100000000,"5,1 tỷ",54.83871,93.0,,,,2,Saigon Asiana,3,2.0,Nguyễn Văn Luông,Phường 12,Quận 6,Tp Hồ Chí Minh,10.75054,106.63661,7.51,2025-12-14,Chu Liên,s,https://www.chotot.com/129333362.htm
Bán Chung Cư Gò Dầu có thang máy 68m 2 PN nội thất cao cấp,3200000000,"3,2 tỷ",47.058823,68.0,,,,6,,2,1.0,Gò dầu,Phường Tân Quý,Quận Tân Phú,Tp Hồ Chí Minh,10.794826,106.621765,8.85,2025-12-14,Nguyễn thùy vân,s,https://www.chotot.com/129673525.htm
CHÍNH CHỦ CẦN BÁN NHANH CĂN HỘ 1PN+ ORIGAMI,3090000000,"3,09 tỷ",66.16702,46.7,,6.0,3.0,5,The Origami – Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,NHI HOMES,s,https://www.chotot.com/129660840.htm
Chung Cư Miếu Nổi - Bình  Thạnh - 54m2 - 2PN 1WC - 3.35 Tỷ,3350000000,"3,35 tỷ",62.037037,54.0,,,,6,,2,,Đường Vũ Huy Tấn,Phường 7,Quận Bình Thạnh,Tp Hồ Chí Minh,10.795898,106.69371,2.37,2025-12-14,Nguyễn Thành Đức,s,https://www.chotot.com/129664380.htm
"Bán căn hộ The Manor 2pn 2wc 98m2 giá 8,7 tỷ",8700000000,"8,7 tỷ",88.77551,98.0,,,,6,The Manor - TP.Hồ Chí Minh,2,2.0,Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.78921,106.71094,1.89,2025-12-14,Phạm Hà,s,https://www.chotot.com/127544961.htm
"Tôi bán căn hộ Eastmark Cty, Q9",3200000000,"3,2 tỷ",50.0,64.0,,,,6,,2,,Đường Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.797104,106.82344,13.65,2025-12-14,Đậu Thị Thanh,s,https://www.chotot.com/129651204.htm
"bán căn hộ 65m2 - 3,28 tỷ - MT EASTMARK City - Sổ Hồng Riêng - 1PN+1",3280000000,"3,28 tỷ",50.46154,65.0,,,3.0,6,MT Eastmark City,1,,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-14,Kim Anh,s,https://www.chotot.com/129673101.htm
"Chung cư Bình Thạnh, có sổ, thang máy, tầng cao 74m2, 3.25 tỉ.",3250000000,"3,25 tỷ",43.91892,74,,,,6,,2,1.0,Đường Phan Văn Trị,Phường 7,Quận Bình Thạnh,Tp Hồ Chí Minh,10.814462,106.69523,4.35,2025-12-14,Lê Ngọc Chính,s,https://www.chotot.com/129123679.htm
"Chính chủ gửi bán căn 55m2 chỉ 2,1 tỷ chung cư Sài Gòn Intela",2100000000,"2,1 tỷ",38.18182,55,,,3.0,5,Sài Gòn Intela,2,2.0,Nguyễn Văn Linh,Xã Phong Phú,Huyện Bình Chánh,Tp Hồ Chí Minh,10.71096,106.64413,9.46,2025-12-14,Trần Hoàng Minh Đức,s,https://www.chotot.com/126563729.htm
THE ORIGAMI / Vinhomes Grand Park - Quận 9 / CĂN HOT: 3 TỶ 150- 2PN2W,3150000000,"3,15 tỷ",52.5,60,,,,6,The Origami – Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Phạm Yến Vinhomes,s,https://www.chotot.com/129656731.htm
"CĂN HỘ STUDIO 45M2 RICHLANE RESIDENCE - SÁT VIVO CITY, QUẬN 7",2800000000,"2,8 tỷ",62.22222,45,,,2.0,5,Richlane Residence,1,,Tân Phong,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.73019,106.70033,5.06,2025-12-14,Khanh,s,https://www.chotot.com/128555850.htm
TARA Căn Hộ Đẹp Như Mới – 3PN 2WC - Sổ Hồng Sẵn Hỗ Trợ Vay - Còn TL,4250000000,"4,25 tỷ",47.22222,90,,,2.0,6,Tara Residence,3,2.0,số 1A Đường Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73488,106.66169,6.2,2025-12-14,Nhi Nhi,s,https://www.chotot.com/129655960.htm
"chung cư Cách Mạng Tháng 8. Lầu 2 thang bộ, sổ lâu dài",2300000000,"2,3 tỷ",53.488373,43,,3.0,,6,,1,1.0,Đường Trường Chinh,Phường 12,Quận Tân Bình,Tp Hồ Chí Minh,10.795135,106.64925,5.99,2025-12-14,phạm thị Nguyệt,s,https://www.chotot.com/129672583.htm
Chính chủ cần bán căn Ruby 3 phòng ngủ Celadon City giá chốt nhanh,4450000000,"4,45 tỷ",55.625,80,,,3.0,5,Celadon City,3,2.0,N1,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.80384,106.61603,9.74,2025-12-14,Huy CeladonCity ,s,https://www.chotot.com/129660293.htm
"Chuyên bán Gold View giá tốt: 65M2, 80M2, 92M2, 100M2, 117M2. Nhà đẹp",6000000000,6 tỷ,92.30769,65,,,1.0,6,The Gold View,2,1.0,Bến Vân Đồn,Phường 1,Quận 4,Tp Hồ Chí Minh,10.75691,106.69159,2.3,2025-12-14,Duy Hằng,s,https://www.chotot.com/123864965.htm
Bán gấp căn hộ 2pn 2wc view Landmark 81,5850000000,"5,85 tỷ",95.90164,61,4.0,3.0,,6,Thủ Thiêm Sky,2,2.0,Nguyễn Văn Hưởng,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.81046,106.73092,5.11,2025-12-14,Mai La,s,https://www.chotot.com/129664189.htm
CHUNG CƯ MIẾU NỔI - 54m2 - THANG MÁY - BÌNH THẠNH,3350000000,"3,35 tỷ",62.037037,54,,,3.0,6,,2,1.0,Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.795898,106.69371,2.37,2025-12-14,THUÝ PHAN,s,https://www.chotot.com/129648115.htm
"Bán căn hộ GoldView 92M2-2PN2WC, Full NT. 7,9Ty",7900000000,"7,9 tỷ",85.86957,92,,,2.0,6,The Gold View,2,2.0,Bến Vân Đồn,Phường 1,Quận 4,Tp Hồ Chí Minh,10.75691,106.69159,2.3,2025-12-14,Duy Hằng,s,https://www.chotot.com/123507750.htm
chung cư Bàu Cát 2 đường Ni Sư Huỳnh Liên.DT 42m2,2250000000,"2,25 tỷ",53.57143,42,,,,6,,2,1.0,Đường Ni Sư Huỳnh Liên,Phường 10,Quận Tân Bình,Tp Hồ Chí Minh,10.783532,106.64863,5.72,2025-12-14,phạm thị Nguyệt,s,https://www.chotot.com/128450128.htm
Chưa tới 1Ty Có Chung Cư 48m2 Sổ Hồng Riêng Thống Nhất P16,1450000000,"1,45 tỷ",30.208334,48,,,,6,,1,1.0,Đường Thống Nhất,Phường 16,Quận Gò Vấp,Tp Hồ Chí Minh,10.842343,106.664734,8.38,2025-12-14,Nguyễn Ngọc Jin,s,https://www.chotot.com/124660131.htm
Quỹ Căn Chuyển Nhượng Vinhomes Grand Park Giá *** T12/2025,3278000000,"3,278 tỷ",51.21875,64,3.0,1.0,1.0,6,The Beverly Solari - Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Nguyễn Văn Tiến,s,https://www.chotot.com/129670752.htm
cần bán nhanh Căn 2pn2wc khu ori,3400000000,"3,4 tỷ",50.74627,67,6.0,7.0,2.0,6,The Origami – Vinhomes Grand Park,3,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Lê Văn Hùng,s,https://www.chotot.com/129670715.htm
"Cần bán gấp căn hộ Jamona City, 2PN 60M2,  Đào Trí, Phú Thuận, Q7",3400000000,"3,4 tỷ",56.666668,60,,,2.0,6,Jamona City,2,1.0,Đào Trí,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.72713,106.74331,7.15,2025-12-14,Kim Oanh,s,https://www.chotot.com/129670310.htm
Bán căn hộ summer square vị trí cực đẹp,3350000000,"3,35 tỷ",54.918034,61,,,3.0,6,Summer Square,2,2.0,Tân Hòa Đông,Phường 14,Quận 6,Tp Hồ Chí Minh,10.75934,106.62583,8.35,2025-12-14,Sang,s,https://www.chotot.com/129669497.htm
"Căn hộ tầng 2 Tân Bình ,45 m² ,sát sân bay ,nhà còn mới.cc chắc chắn",2350000000,"2,35 tỷ",52.22222,45,,,4.0,6,,2,1.0,Đường Cách Mạng Tháng 8,Phường 11,Quận Tân Bình,Tp Hồ Chí Minh,10.783428,106.67115,3.31,2025-12-14,July nguyễn90,s,https://www.chotot.com/129669313.htm
NHÀ VIEW LAND MADK,2680000000,"2,68 tỷ",59.555557,45,,,2.0,6,,1,1.0,Đường Nguyễn Kiệm,Phường 9,Quận Phú Nhuận,Tp Hồ Chí Minh,10.810502,106.67849,4.56,2025-12-14,Trần  Trang,s,https://www.chotot.com/129630883.htm
Bán căn hộ Orchard Garden sẵn HĐ thuê sắp có sổ hồng giá 2.9 tỷ,2900000000,"2,9 tỷ",80.55556,36,,,2.0,6,Orchard Garden,1,1.0,Hồng Hà,Phường 9,Quận Phú Nhuận,Tp Hồ Chí Minh,10.81003,106.6719,4.93,2025-12-14,Trần Bình,s,https://www.chotot.com/129669253.htm
CHÍNH CHỦ - CẦN BÁN CĂN GÓC – THE PEGASUITE QUẬN 8 – FULL NỘI THẤT,5300000000,"5,3 tỷ",59.55056,89.0,,,2.0,6,The Pegasuite,2,2.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-14,Văn,s,https://www.chotot.com/129669244.htm
"Bán Summer Square, Sổ Hồng, 61m2 2PN 2WC, NTCB",3350000000,"3,35 tỷ",54.918034,61.0,,,,6,Summer Square,2,2.0,Tân Hòa Đông,Phường 14,Quận 6,Tp Hồ Chí Minh,10.75934,106.62583,8.35,2025-12-14,Căn Hộ Chung Cư,s,https://www.chotot.com/129669178.htm
"Em Phúc chuyên bán Green river quận 8 2 phòng ngủ 2wc, gần quận 5,10",2550000000,"2,55 tỷ",39.23077,65.0,,,3.0,6,Green River - Quận 8,2,2.0,Phạm Thế Hiển,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73289,106.64306,7.87,2025-12-14,Khangphuc,s,https://www.chotot.com/129424721.htm
Chỉ 699Tr - Căn hộ tái định cư 1PN 46m2 ngay khu vui chơi An Sương,699000000,699 triệu,14.87234,47.0,,,3.0,2,,1,1.0,Đường DN3 Ngã Tư Phố Chợ,Phường Tân Hưng Thuận,Quận 12,Tp Hồ Chí Minh,10.845666,106.622795,11.51,2025-12-14,Phượng,s,https://www.chotot.com/129369132.htm
CĂN HỘ CAO CẤP QUẬN 6 - CHỈ HƠN 2 TỶ,2499000000,"2,499 tỷ",49.98,50.0,7.0,6.0,3.0,5,The Western Capital,2,1.0,Lý Chiêu Hoàng,Phường 10,Quận 6,Tp Hồ Chí Minh,10.73783,106.62883,8.88,2025-12-14,Lê Thanh Phú ,s,https://www.chotot.com/129668404.htm
"CHỈ 3,35 TỶ, 54M2, 2PN, CHUNG CƯ THANG MÁY-MIẾU NỔI-LẦU 2, KẾ QUẬN 1",3350000000,"3,35 tỷ",62.037037,54.0,4.0,3.0,2.0,6,,2,1.0,Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.795791,106.69175,2.43,2025-12-14,Biện Văn Vị ,s,https://www.chotot.com/129596124.htm
"Citisoho căn 2pn2wc, sổ hồng riêng có nội thất giá 2ty760tr",2760000000,"2,76 tỷ",46.77966,59.0,,,,5,Citi Soho,2,,Cát Lái,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.76445,106.79444,10.35,2025-12-14,Ngô Nam,s,https://www.chotot.com/126070958.htm
"Bán căn hộ green river quận 8 dt65m2 2 phòng ngủ 2wc, ko vay NH.",2700000000,"2,7 tỷ",41.53846,65.0,,,2.0,6,Green River - Quận 8,2,2.0,Phạm Thế Hiển,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73289,106.64306,7.87,2025-12-14,Khangphuc,s,https://www.chotot.com/129521535.htm
"Chính chủ Cần bán căn hộ Him Lam Phú An - Block A, căn kế bên thang th",4900000000,"4,9 tỷ",71.014496,69.0,,,,6,Him Lam Phú An,2,2.0,Phước Long A,Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8259,106.76416,8.93,2025-12-14,Thành Gỗ,s,https://www.chotot.com/129667581.htm
"Chính chủ bán căn hộ GH3 2PN+, view đường vành đai 3, tầng trung",4100000000,"4,1 tỷ",61.19403,67.0,,,,5,The Glory Heights - Vinhomes Grand Park,2,2.0,"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.89089,106.82853,18.97,2025-12-14,Mai,s,https://www.chotot.com/129222697.htm
Bán Saigon south residence 2pn 5.5 tỷ,5500000000,"5,5 tỷ",77.46479,71.0,6.0,4.0,2.0,6,Saigon South Residences,2,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-14,Băng Băng,s,https://www.chotot.com/129667284.htm
"GIỎ HÀNG DLUSSO PENTHOUSE 7.5 TỶ, 1PN 4.3TỶ, 2PN 6TỶ, 3PN 7TỶ",6000000000,6 tỷ,88.23529,68.0,,,,6,Căn hộ D’Lusso,2,2.0,Nguyễn Thị Định,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79179,106.75327,6.04,2025-12-14,Thành Tài,s,https://www.chotot.com/120968832.htm
Cần bán căn hộ 2pn 72m cộng hoà plaza sổ hồng riêng,4788000000,"4,788 tỷ",66.5,72.0,2.0,1.0,2.0,6,Cộng Hòa Plaza,2,2.0,Cộng Hòa,Phường 12,Quận Tân Bình,Tp Hồ Chí Minh,10.80148,106.65062,6.15,2025-12-14,võ văn thuyên,s,https://www.chotot.com/128675263.htm
"CHUNG CƯ SAIGON GATEWAY CẦN BÁN, ĐÃ CÓ SỔ, 2PN2WC GIÁ ĐANG TỐT",3100000000,"3,1 tỷ",45.588234,68.0,,,,6,Saigon Gateway,2,2.0,Xa Lộ Hà Nội,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.85097,106.77665,11.81,2025-12-14,Đức Huy,s,https://www.chotot.com/128406161.htm
Căn Hộ Đẳng Cấp RIVERPARK 123m2 ( 3 PN 2 WC ) Nội Thất Cao Cấp,17800000000,"17,8 tỷ",144.71545,123.0,6.0,,1.0,6,,3,2.0,Nguyễn Đức Cảnh,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.743049,106.69693,3.65,2025-12-14,Nguyễn Trinh,s,https://www.chotot.com/128824856.htm
"CHUYÊN BÁN SAIGON GATEWAY, NHÀ MỚI ĐẸP, CÓ SỔ RỒI 2PN, 3PN",3100000000,"3,1 tỷ",45.588234,68.0,,,,6,Saigon Gateway,2,2.0,Xa Lộ Hà Nội,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.85097,106.77665,11.81,2025-12-14,BAN QUẢN LÝ,s,https://www.chotot.com/127836779.htm
"BÁN SAIGON GATEWAY 2PN 2.8TỶ, 3PN 3.55 TỶ ĐÃ CÓ SỔ",2800000000,"2,8 tỷ",41.17647,68.0,,,,6,Saigon Gateway,2,2.0,Xa Lộ Hà Nội,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.85097,106.77665,11.81,2025-12-14,Kim Hoàng,s,https://www.chotot.com/128593995.htm
Bán căn hộ mặt tiền tầng trệt,4123456789,"4,123 tỷ",98.17754,42.0,,,,6,,2,,Đường Nguyễn Xuân Khoát,Phường Phú Thọ Hòa,Quận Tân Phú,Tp Hồ Chí Minh,10.78914,106.63352,7.46,2025-12-14,Anh Kim,s,https://www.chotot.com/129666555.htm
Chỉ còn  1 căn 59m2 Trellia Cove giá full chỉ 3980 view Tây Bắc,3980000000,"3,98 tỷ",67.12768,59.29,,7.0,3.0,5,Mizuki Park,2,1.0,Nguyễn Văn Linh,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.72615,106.66785,6.56,2025-12-14,Trần Thành,s,https://www.chotot.com/129560527.htm
Bán căn hộ 2pn 2wc có Sổ Hồng Khu Ruby Celadon city,4100000000,"4,1 tỷ",60.294117,68.0,,,,6,Celadon City,2,2.0,N1,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.80384,106.61603,9.74,2025-12-14,Trần chí Ngoan,s,https://www.chotot.com/129340712.htm
Cần bán chung cư 8xplus,2850000000,"2,85 tỷ",45.967743,62.0,8.0,5.0,2.0,6,Căn hộ 8X Plus Trường Chinh,2,2.0,Trường Chinh,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,10.82599,106.62608,9.86,2025-12-14,bachhoa,s,https://www.chotot.com/129578446.htm
"Bán Căn hộ 69m2, 2pn, 2wc. Gò Vấp HCM",2300000000,"2,3 tỷ",33.333332,69.0,,,,5,,2,,Đường 59,Phường 14,Quận Gò Vấp,Tp Hồ Chí Minh,10.856016,106.65122,10.43,2025-12-14,Thắm,s,https://www.chotot.com/129588312.htm
"Gấp bán căn hộ 3 ngủ chung cư Phan Xích Long 70m2__4,5 tỉ có TL",4500000000,"4,5 tỷ",64.28571,70.0,,,3.0,6,,3,2.0,Đường Phan Xích Long,Phường 2,Quận Phú Nhuận,Tp Hồ Chí Minh,10.798116,106.68858,2.81,2025-12-13,em Mến nhà phố,s,https://www.chotot.com/129645976.htm
"Cần bán CitiGrand căn 2 phòng ngủ,2wc giá 2.95tỷ bao thuế,phí sang tên",2950000000,"2,95 tỷ",54.62963,54.0,,,,5,Citi Alto,2,2.0,Nguyễn Thị Định,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.77446,106.76999,7.6,2025-12-13,Hồng Vui,s,https://www.chotot.com/128278526.htm
BÁN CĂN GÓC CHUNG CƯ PHÚC YÊN,3300000000,"3,3 tỷ",52.38095,63.0,,,2.0,6,,2,3.0,Đường Phan Huy ích,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,10.823378,106.62968,9.37,2025-12-13,Huỳnh nhật an,s,https://www.chotot.com/129381592.htm
CHÍNH CHỦ BÁN CĂN HỘ TẦNG ĐẸP,3250000000,"3,25 tỷ",49.242424,66.0,,,,6,,2,2.0,Tân hòa đông ,Phường 14,Quận 6,Tp Hồ Chí Minh,10.757788,106.63226,7.71,2025-12-13,Huỳnh nhật an,s,https://www.chotot.com/129279963.htm
Căn 1PN giá chỉ 1.19 tỷ mặt tiền Tỉnh Lộ 10 LK Aeon Bình Tân,1190000000,"1,19 tỷ",29.75,40.0,,,,5,,1,1.0,Tỉnh Lộ 10,Xã Phạm Văn Hai,Huyện Bình Chánh,Tp Hồ Chí Minh,10.814899,106.528946,19.23,2025-12-13,Thảo Nguyễn,s,https://www.chotot.com/129540931.htm
"Căn hộ La Astoria 2, Q.2 - 3,250 tỷ (59m2, 2PN, 1WC, HĐ thuê 10tr/th)",3250000000,"3,25 tỷ",55.084747,59.0,,,3.0,5,La Astoria,2,1.0,Bình Trưng Tây,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78974,106.75878,6.56,2025-12-13,CHỊ LOAN,s,https://www.chotot.com/129664418.htm
"Sổ hồng 95m2 - Giá 5.62 tỷ, chiết khấu tối đa 8% - Tháp D 3PN3WC MT Q9",5620000000,"5,62 tỷ",59.157894,95.0,3.0,1.0,3.0,6,MT Eastmark City,3,3.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-13,Huỳnh Thanh Phong,s,https://www.chotot.com/129664187.htm
"2.4 tỷ căn hộ 2PN, 2WC full nội thất đẹp căn hộ Citi Quận 2 cần bán",2400000000,"2,4 tỷ",40.677967,59.0,,,,6,Citi Esto,2,2.0,Nguyễn Thị Định,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.77446,106.76999,7.6,2025-12-13,Phương Trần,s,https://www.chotot.com/126316899.htm
Chỉ 183tr/m2 - 19 CHDV Đường CMT8 đối diện Viettel. Dòng tiền 120tr/th,38500000000,"38,5 tỷ",183.33333,210.0,,,2.0,6,,11,7.0,Đường Cách Mạng Tháng 8,Phường 10,Quận 3,Tp Hồ Chí Minh,10.780362,106.67692,2.62,2025-12-13,Danny,s,https://www.chotot.com/129663873.htm
"Bán nhanh 2pn2wc Citisoho chỉ 2,75 tỷ đã có sổ",2750000000,"2,75 tỷ",50.925926,54.0,,,,6,Citi Soho,2,2.0,Cát Lái,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.76445,106.79444,10.35,2025-12-13,Huỳnh Hương,s,https://www.chotot.com/129610357.htm
"Chính chủ bán gấp căn góc Citi Esto, 2pn2wc giá 3.1 tỷ sổ sẵn",3100000000,"3,1 tỷ",51.666668,60.0,,,3.0,6,Citi Esto,2,2.0,Nguyễn Thị Định,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.77446,106.76999,7.6,2025-12-13,Lan Anh,s,https://www.chotot.com/129663622.htm
Bán gấp Citi Soho căn 2pn2wcsổ hồng mới full nội thất 2.8 tỷ sẵn sổ,2800000000,"2,8 tỷ",47.457626,59.0,,,2.0,6,,2,2.0,35Cl,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.801913,106.76475,7.61,2025-12-13,Lan Anh,s,https://www.chotot.com/129663592.htm
"Cần bán nhanh Citi Home 2pn2wc, 65m2 , có nội thất giá 2.75 tỷ",2750000000,"2,75 tỷ",42.307693,65.0,,,2.0,6,Citi Home,2,2.0,Đồng Văn Cống,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78628,106.75109,5.66,2025-12-13,Lan Anh,s,https://www.chotot.com/129663552.htm
Diamond Lotus Riverside 2PN_56m2_ FULL NỘI THẤT_ĐẪ CÓ SỔ_GIÁ TỐT,4400000000,"4,4 tỷ",78.57143,56.0,7.0,6.0,,6,Diamond Lotus Riverside,3,2.0,8,Phường 8,Quận 8,Tp Hồ Chí Minh,10.74771,106.66334,5.11,2025-12-13,Anh Thương,s,https://www.chotot.com/125416969.htm
"Chính chủ bán căn hộ cao cấp Eplysian 82,4 m2, ban công siêu dài",5900000000,"5,9 tỷ",71.601944,82.4,1.0,2.0,3.0,5,Elysian,2,2.0,Lò Lu,Phường Trường Thạnh (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8245,106.80831,12.98,2025-12-13,nguyễn đình cường,s,https://www.chotot.com/129054417.htm
Bán Toky Tower 2pn 2wc có ban công.,2550000000,"2,55 tỷ",41.80328,61.0,1.0,7.0,3.0,6,,2,2.0,Tô Ký,Phường Trung Mỹ Tây,Quận 12,Tp Hồ Chí Minh,10.85826,106.61855,12.82,2025-12-13,Đức Tuấn,s,https://www.chotot.com/129283764.htm
"Căn hộ An Phú 52m2 (1pn1wc) nhà mới, nội thất, sổ hồng sẵn",2950000000,"2,95 tỷ",56.73077,52.0,4.0,3.0,2.0,6,An Phú Apartment,1,1.0,Hậu Giang,Phường 11,Quận 6,Tp Hồ Chí Minh,10.74578,106.62633,8.75,2025-12-13,Kim Hà,s,https://www.chotot.com/129033438.htm
